DFO Area,Species Name,SMU Name,SMU Full Index,SMU Life History Type,CU Name,CU Common Name,CU Full Index,CU Life History Type,CU Type,DU Name,DU Number,DU Full Index,DU Acronym
SOUTH COAST,Sockeye,WCVI - OTHER SOCKEYE SALMON,SEL-SC-01,Lake Type,JANSEN,Jansen,SEL-13-12,Lake Type,Current,Jansen,76,SEL-DU-76,
SOUTH COAST,Sockeye,WCVI - OTHER SOCKEYE SALMON,SEL-SC-01,Lake Type,KANIM,Kanim,SEL-13-13,Lake Type,Current,Kanim,77,SEL-DU-77,
SOUTH COAST,Sockeye,WCVI - OTHER SOCKEYE SALMON,SEL-SC-01,Lake Type,KENNEDY,Kennedy,SEL-13-14,Lake Type,Current,Kennedy,78,SEL-DU-78,
SOUTH COAST,Sockeye,WCVI - OTHER SOCKEYE SALMON,SEL-SC-01,Lake Type,MAGGIE,Maggie,SEL-13-15,Lake Type,Current,Maggie,79,SEL-DU-79,
SOUTH COAST,Sockeye,WCVI - OTHER SOCKEYE SALMON,SEL-SC-01,Lake Type,MEGIN,Megin,SEL-13-16,Lake Type,Current,Megin,80,SEL-DU-80,
SOUTH COAST,Sockeye,WCVI - OTHER SOCKEYE SALMON,SEL-SC-01,Lake Type,MUCHALAT,Muchalat,SEL-13-17,Lake Type,Current,Muchalat,81,SEL-DU-81,
SOUTH COAST,Sockeye,WCVI - OTHER SOCKEYE SALMON,SEL-SC-01,Lake Type,MURIEL,Muriel,SEL-13-18,Lake Type,Current,Muriel,82,SEL-DU-82,
SOUTH COAST,Sockeye,WCVI - OTHER SOCKEYE SALMON,SEL-SC-01,Lake Type,NITINAT,Nitinat,SEL-13-19,Lake Type,Current,Nitinat,83,SEL-DU-83,
SOUTH COAST,Sockeye,WCVI - OTHER SOCKEYE SALMON,SEL-SC-01,Lake Type,O'CONNELL,O'connell,SEL-13-20,Lake Type,Current,O'Connell,89,SEL-DU-89,
SOUTH COAST,Sockeye,WCVI - OTHER SOCKEYE SALMON,SEL-SC-01,Lake Type,PARK RIVER,Park River,SEL-13-22,Lake Type,Current,Park River,84,SEL-DU-84,
SOUTH COAST,Sockeye,WCVI - OTHER SOCKEYE SALMON,SEL-SC-01,Lake Type,POWER,Power,SEL-13-23,Lake Type,Current,Power,85,SEL-DU-85,
SOUTH COAST,Sockeye,WCVI - BARKLEY SOCKEYE SALMON,SEL-SC-03,Lake Type,SPROAT,Sproat,SEL-13-25,Lake Type,Current,Sproat,86,SEL-DU-86,
SOUTH COAST,Sockeye,WCVI - OTHER SOCKEYE SALMON,SEL-SC-01,Lake Type,WILLIAM/BRINK,William/Brink,SEL-13-26,Lake Type,Current,William/Brink,90,SEL-DU-90,
YUKON TRANSBOUNDARY,Chinook,STIKINE CHINOOK SALMON,CK-YTRA-04,,STIKINE-EARLY TIMING,Stikine-Early Timing,CK-60,,Current,"Stikine - early timing, Stream, Spring",52,CK-DU-52,LSTK-E
YUKON TRANSBOUNDARY,Chinook,,,,LYNN CANAL,Lynn Canal,CK-66,,Current,,,,
YUKON TRANSBOUNDARY,Chinook,PORCUPINE CHINOOK SALMON,CK-YTRA-03,,SALMON FORK,Salmon Fork,CK-77,,Current,,,,
YUKON TRANSBOUNDARY,Chinook,,,,UNUK,Unuk,CK-59,,Current,,,,
YUKON TRANSBOUNDARY,Chinook,,,,WHITING,Whiting,CK-62,,Current,,,,
YUKON TRANSBOUNDARY,Chinook,YUKON CHINOOK SALMON,CK-YTRA-02,,YUKON RIVER-TESLIN HEADWATERS,Yukon River-Teslin Headwaters,CK-68,,Current,"Yukon - Teslin Headwaters, Stream, Summer",60,CK-DU-60,YK-TESLIN
YUKON TRANSBOUNDARY,Chinook,PORCUPINE CHINOOK SALMON,CK-YTRA-03,,OLD CROW,Old Crow,CK-79,,Current,"Old Crow River, Stream, Summer",68,CK-DU-68,OCROW
YUKON TRANSBOUNDARY,Chinook,PORCUPINE CHINOOK SALMON,CK-YTRA-03,,PORCUPINE,Porcupine,CK-78,,Current,"Porcupine River, Stream, Summer",67,CK-DU-67,PORCR
YUKON TRANSBOUNDARY,Chinook,YUKON CHINOOK SALMON,CK-YTRA-02,,NORTHERN YUKON RIVER AND TRIBUTARIES,Northern Yukon River and Tributaries,CK-76,,Current,"N Yukon River and Trib, Stream, Summer",66,CK-DU-66,NYR
YUKON TRANSBOUNDARY,Chinook,YUKON CHINOOK SALMON,CK-YTRA-02,,WHITE AND TRIBUTARIES,White and Tributaries,CK-75,,Current,"White River and Trib, Stream, Summer",65,CK-DU-65,WHITE
YUKON TRANSBOUNDARY,Chinook,YUKON CHINOOK SALMON,CK-YTRA-02,,STEWART,Stewart,CK-74,,Current,"Pelly-Stewart, Stream, Summer",64,CK-DU-64,PELLY
YUKON TRANSBOUNDARY,Chinook,YUKON CHINOOK SALMON,CK-YTRA-02,,MIDDLE YUKON RIVER AND TRIBUTARIES,Middle Yukon River and Tributaries,CK-73,,Current,"Mid-Yukon River and Trib, Stream, Summer",63,CK-DU-63,MidYR
YUKON TRANSBOUNDARY,Chinook,YUKON CHINOOK SALMON,CK-YTRA-02,,PELLY,Pelly,CK-72,,Current,"Pelly-Stewart, Stream, Summer",64,CK-DU-64,PELLY
YUKON TRANSBOUNDARY,Chinook,YUKON CHINOOK SALMON,CK-YTRA-02,,NORDENSKIOLD,Nordenskiold,CK-71,,Current,"Nordenskiold, Stream, Summer",62,CK-DU-62,NORDEN
YUKON TRANSBOUNDARY,Chinook,YUKON CHINOOK SALMON,CK-YTRA-02,,BIG SALMON,Big Salmon,CK-70,,Current,"Big Salmon River, Stream, Summer",61,CK-DU-61,BSAL
YUKON TRANSBOUNDARY,Chinook,YUKON CHINOOK SALMON,CK-YTRA-02,,UPPER YUKON RIVER,Upper Yukon River,CK-69,,Current,"Yukon - Teslin Headwaters, Stream, Summer",60,CK-DU-60,YK-TESLIN
YUKON TRANSBOUNDARY,Chinook,ALSEK CHINOOK SALMON,CK-YTRA-67,,ALSEK,Alsek,CK-67,,Current,"Alsek, Stream, Summer",59,CK-DU-59,ALSEK
YUKON TRANSBOUNDARY,Chinook,TAKU CHINOOK SALMON,CK-YTRA-05,,TAKU-LATE TIMING,Taku-Late Timing,CK-65,,Current,"Taku - late, Stream, Summer",57,CK-DU-57,TAKU-L
YUKON TRANSBOUNDARY,Chinook,TAKU CHINOOK SALMON,CK-YTRA-05,,TAKU-MID TIMING,Taku-Mid Timing,CK-64,,Current,"Taku - mid, Stream, Summer",56,CK-DU-56,TAKU-M
YUKON TRANSBOUNDARY,Chinook,TAKU CHINOOK SALMON,CK-YTRA-05,,TAKU-EARLY TIMING,Taku-Early Timing,CK-63,,Current,"Taku - early, Stream, Spring",55,CK-DU-55,TAKU-E
YUKON TRANSBOUNDARY,Chinook,STIKINE CHINOOK SALMON,CK-YTRA-04,,STIKINE-LATE TIMING,Stikine-Late Timing,CK-61,,Current,"Stikine - late timing, Stream, Summer",53,CK-DU-53,LSTK-L
YUKON TRANSBOUNDARY,Chum,,,,PEEL RIVER,Peel River,CM-40,,Current,,,,
YUKON TRANSBOUNDARY,Chum,YUKON CHUM SALMON,CM-YTRA-01,,TESLIN,Teslin,CM-38,,Current,,,,
YUKON TRANSBOUNDARY,Chum,TRANSBOUNDARY CHUM SALMON,CM-YTRA-36,,TAKU,Taku,CM-36,,Current,,,,
YUKON TRANSBOUNDARY,Chum,PORCUPINE CHUM SALMON,CM-YTRA-02,,PORCUPINE RIVER,Porcupine River,CM-46,,Current,,,,
YUKON TRANSBOUNDARY,Chum,,,,WHITING,Whiting,CM-35,,Current,,,,
YUKON TRANSBOUNDARY,Chum,,,,LYNN CANAL,Lynn Canal,CM-37,,Current,,,,
YUKON TRANSBOUNDARY,Chum,YUKON CHUM SALMON,CM-YTRA-01,,NORTH YUKON RIVER,North Yukon River,CM-43,,Current,,,,
YUKON TRANSBOUNDARY,Chum,,,,UNUK,Unuk,CM-33,,Current,,,,
YUKON TRANSBOUNDARY,Chum,YUKON CHUM SALMON,CM-YTRA-01,,STEWART,Stewart,CM-48,,VREQ[Current],,,,
YUKON TRANSBOUNDARY,Chum,YUKON CHUM SALMON,CM-YTRA-01,,MIDDLE YUKON RIVER,Middle Yukon River,CM-42,,Current,,,,
YUKON TRANSBOUNDARY,Chum,,,,LOWER LIARD,Lower Liard,CM-39,,VREQ[Current],,,,
YUKON TRANSBOUNDARY,Chum,YUKON CHUM SALMON,CM-YTRA-01,,WHITE RIVER,White River,CM-44,,Current,,,,
YUKON TRANSBOUNDARY,Chum,YUKON CHUM SALMON,CM-YTRA-01,,DONJEK-KLUANE,Donjek-Kluane,CM-45,,Current,,,,
YUKON TRANSBOUNDARY,Coho,STIKINE COHO SALMON,CO-YTRA-39,,LOWER STIKINE,Lower Stikine,CO-39,,Current,Lower Stikine,32,CO-DU-32,LStk
YUKON TRANSBOUNDARY,Coho,,,,LYNN CANAL,Lynn Canal,CO-44,,Current,,,,
YUKON TRANSBOUNDARY,Coho,,,,UNUK RIVER,Unuk River,CO-38,,Current,,,,
YUKON TRANSBOUNDARY,Coho,,,,WHITING RIVER,Whiting River,CO-40,,Current,,,,
YUKON TRANSBOUNDARY,Coho,PORCUPINE COHO SALMON,CO-YTRA-46,,PORCUPINE,Porcupine,CO-46,,Current,Porcupine,37,CO-DU-37,Yukon
YUKON TRANSBOUNDARY,Coho,TAKU COHO SALMON,CO-YTRA-04,,TAKU-EARLY TIMING,Taku-Early Timing,CO-43,,Current,Taku,34,CO-DU-34,Taku
YUKON TRANSBOUNDARY,Coho,TAKU COHO SALMON,CO-YTRA-04,,TAKU-MID TIMING,Taku-Mid Timing,CO-42,,Current,Taku,34,CO-DU-34,Taku
YUKON TRANSBOUNDARY,Coho,TAKU COHO SALMON,CO-YTRA-04,,TAKU-LATE TIMING,Taku-Late Timing,CO-41,,Current,Taku,34,CO-DU-34,Taku
YUKON TRANSBOUNDARY,Coho,ALSEK COHO SALMON,CO-YTRA-45,,ALSEK RIVER,Alsek River,CO-45,,Current,Alsek,36,CO-DU-36,Alsek
YUKON TRANSBOUNDARY,Pink,TRANSBOUNDARY PINK SALMON,PK-YTRA-01,Even Year; Odd Year,TRANSBOUNDARY FJORDS,Transboundary Fjords,PKE-13,Even Year,Current,,,,
YUKON TRANSBOUNDARY,Pink,TRANSBOUNDARY PINK SALMON,PK-YTRA-01,Even Year; Odd Year,TRANSBOUNDARY FJORDS,Transboundary Fjords,PKO-19,Odd Year,Current,,,,
YUKON TRANSBOUNDARY,Sockeye,STIKINE SOCKEYE SALMON,SEL-YTRA-02,Lake Type,CHRISTINA,Christina,SEL-26-01,Lake Type,Current,Christina,185,SEL-DU-185,
YUKON TRANSBOUNDARY,Sockeye,STIKINE SOCKEYE SALMON,SEL-YTRA-02,Lake Type,TAHLTAN,Tahltan,SEL-26-02,Lake Type,Current,Tahltan,186,SEL-DU-186,
YUKON TRANSBOUNDARY,Sockeye,TAKU SOCKEYE SALMON,SEL-YTRA-03,Lake Type,KUTHAI,Kuthai,SEL-28-01,Lake Type,Current,Kuthai,189,SEL-DU-189,
YUKON TRANSBOUNDARY,Sockeye,TAKU SOCKEYE SALMON,SEL-YTRA-03,Lake Type,LITTLE TRAPPER,Little Trapper,SEL-28-02,Lake Type,Current,Little Trapper,190,SEL-DU-190,
YUKON TRANSBOUNDARY,Sockeye,TAKU SOCKEYE SALMON,SEL-YTRA-03,Lake Type,TATSAMENIE,Tatsamenie,SEL-28-03,Lake Type,Current,Tatsamenie,191,SEL-DU-191,
YUKON TRANSBOUNDARY,Sockeye,ALSEK SOCKEYE SALMON,SEL-YTRA-01,Lake Type,BLANCHARD,Blanchard,SEL-30-01,Lake Type,Current,Blanchard -BC,193,SEL-DU-193,
YUKON TRANSBOUNDARY,Sockeye,ALSEK SOCKEYE SALMON,SEL-YTRA-01,Lake Type,KLUKSHU,Klukshu,SEL-30-02,Lake Type,Current,Klukshu-Yukon,194,SEL-DU-194,
YUKON TRANSBOUNDARY,Sockeye,ALSEK SOCKEYE SALMON,SEL-YTRA-01,Lake Type,NESKETAHIN,Nesketahin,SEL-30-03,Lake Type,Current,Neskatahin -Yukon,195,SEL-DU-195,
YUKON TRANSBOUNDARY,Sockeye,,,,ALSEK RIVER,Alsek River,SER-24,River Type,Current,Alsek River,49,SER-DU-49,
YUKON TRANSBOUNDARY,Sockeye,STIKINE SOCKEYE SALMON,SEL-YTRA-02,Lake Type,CHUTINE,Chutine,SEL-26-03,Lake Type,Current,Chutine,187,SEL-DU-187,
YUKON TRANSBOUNDARY,Sockeye,TAKU SOCKEYE SALMON,SEL-YTRA-03,Lake Type,KING SALMON,King Salmon,SEL-28-05,Lake Type,Current,King Salmon,192,SEL-DU-192,
YUKON TRANSBOUNDARY,Sockeye,,,,BORDER,Border,SEL-25-01,Lake Type,Current,,,,
YUKON TRANSBOUNDARY,Sockeye,,,,CHILKAT RIVER,Chilkat River,SER-23,River Type,Current,,,,
YUKON TRANSBOUNDARY,Sockeye,,,,WHITING,Whiting,SEL-27-01,Lake Type,Current,,,,
